Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_627	SPP.IE.IE0108ASample2_627	SAM.IE.IE0108ASAMPLE2	Benzo(k)fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/627	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_656	SPP.IE.IE0108ASample2_656	SAM.IE.IE0108ASAMPLE2	Indeno-(1,2,3-cd)pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/656	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_7012	SPP.IE.IE0108ASample2_7012	SAM.IE.IE0108ASAMPLE2	Pb	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7012	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_7014	SPP.IE.IE0108ASample2_7014	SAM.IE.IE0108ASAMPLE2	Cd	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7014	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_7015	SPP.IE.IE0108ASample2_7015	SAM.IE.IE0108ASAMPLE2	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_7018	SPP.IE.IE0108ASample2_7018	SAM.IE.IE0108ASAMPLE2	As	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7018	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_7029	SPP.IE.IE0108ASample2_7029	SAM.IE.IE0108ASAMPLE2	BaP	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7029	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	IE0108A	SPO.IE.IE0108ASample2_7419	SPP.IE.IE0108ASample2_7419	SAM.IE.IE0108ASAMPLE2	Dibenzo(ah)anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7419	1997-03-01 00:00:00.0000000		EPSG:4979	-8.954167	52.639167	25	active	industrial	rural-regional	ref		2	200	500
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_351	SPP.IE.IE0110ASample1_351	SAM.IE.IE0110ASAMPLE1	Acenaphthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/351	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_352	SPP.IE.IE0110ASample1_352	SAM.IE.IE0110ASAMPLE1	Acenaphtylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/352	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_435	SPP.IE.IE0110ASample1_435	SAM.IE.IE0110ASAMPLE1	Fluorene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/435	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_4406	SPP.IE.IE0110ASample1_4406	SAM.IE.IE0110ASAMPLE1	Chrysene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4406	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_465	SPP.IE.IE0110ASample1_465	SAM.IE.IE0110ASAMPLE1	Naphtalene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/465	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5	SPP.IE.IE0110ASample1_5	SAM.IE.IE0110ASAMPLE1	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5012	SPP.IE.IE0110ASample1_5012	SAM.IE.IE0110ASAMPLE1	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5014	SPP.IE.IE0110ASample1_5014	SAM.IE.IE0110ASAMPLE1	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5015	SPP.IE.IE0110ASample1_5015	SAM.IE.IE0110ASAMPLE1	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5018	SPP.IE.IE0110ASample1_5018	SAM.IE.IE0110ASAMPLE1	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5029	SPP.IE.IE0110ASample1_5029	SAM.IE.IE0110ASAMPLE1	BaP in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5419	SPP.IE.IE0110ASample1_5419	SAM.IE.IE0110ASAMPLE1	Dibenzo(ah)anthracene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5610	SPP.IE.IE0110ASample1_5610	SAM.IE.IE0110ASAMPLE1	Benzo(a)anthracene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5610	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5617	SPP.IE.IE0110ASample1_5617	SAM.IE.IE0110ASAMPLE1	Benzo(b)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5617	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5626	SPP.IE.IE0110ASample1_5626	SAM.IE.IE0110ASAMPLE1	Benzo(k)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5626	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5655	SPP.IE.IE0110ASample1_5655	SAM.IE.IE0110ASAMPLE1	Indeno-(1,2,3-cd)pyrene in PM	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5655	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_5759	SPP.IE.IE0110ASample1_5759	SAM.IE.IE0110ASAMPLE1	Benzo(j)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_6001	SPP.IE.IE0110ASample1_6001	SAM.IE.IE0110ASAMPLE1	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_606	SPP.IE.IE0110ASample1_606	SAM.IE.IE0110ASAMPLE1	Anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/606	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_622	SPP.IE.IE0110ASample1_622	SAM.IE.IE0110ASAMPLE1	Benzo(ghi)perylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/622	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_643	SPP.IE.IE0110ASample1_643	SAM.IE.IE0110ASAMPLE1	Fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/643	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_712	SPP.IE.IE0110ASample1_712	SAM.IE.IE0110ASAMPLE1	Phenanthrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/712	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0110A	IE0110A	IE0110A	SPO.IE.IE0110ASample1_715	SPP.IE.IE0110ASample1_715	SAM.IE.IE0110ASAMPLE1	Pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/715	2002-01-01 00:00:00.0000000		EPSG:4979	-8.456667	51.881944	12	active	background	suburban	ref		2	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0111A	IE0111A	IE0111A	SPO.IE.IE0111ASample1_7	SPP.IE.IE0111ASample1_7	SAM.IE.IE0111ASAMPLE1	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2004-06-16 00:00:00.0000000		EPSG:4979	-7.196389	53.106944	20	automatic	background	rural-regional	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E	2	5	1000
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0111A	IE0111A	IE0111A	SPO.IE.IE0111ASample1_8	SPP.IE.IE0111ASample1_8	SAM.IE.IE0111ASAMPLE1	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2004-06-16 00:00:00.0000000		EPSG:4979	-7.196389	53.106944	20	automatic	background	rural-regional	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	2	5	1000
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0111A	IE0111A	IE0111A	SPO.IE.IE0111ASample1_9	SPP.IE.IE0111ASample1_9	SAM.IE.IE0111ASAMPLE1	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	2004-06-16 00:00:00.0000000		EPSG:4979	-7.196389	53.106944	20	automatic	background	rural-regional	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	2	5	1000
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample1_7	SPP.IE.IE0118ASample1_7	SAM.IE.IE0118ASAMPLE1	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E	2.4	20	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample1_8	SPP.IE.IE0118ASample1_8	SAM.IE.IE0118ASAMPLE1	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	2.4	20	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample1_9	SPP.IE.IE0118ASample1_9	SAM.IE.IE0118ASAMPLE1	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	2.4	20	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_351	SPP.IE.IE0118ASample2_351	SAM.IE.IE0118ASAMPLE2	Acenaphthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/351	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_352	SPP.IE.IE0118ASample2_352	SAM.IE.IE0118ASAMPLE2	Acenaphtylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/352	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_435	SPP.IE.IE0118ASample2_435	SAM.IE.IE0118ASAMPLE2	Fluorene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/435	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_4406	SPP.IE.IE0118ASample2_4406	SAM.IE.IE0118ASAMPLE2	Chrysene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4406	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_465	SPP.IE.IE0118ASample2_465	SAM.IE.IE0118ASAMPLE2	Naphtalene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/465	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5	SPP.IE.IE0118ASample2_5	SAM.IE.IE0118ASAMPLE2	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5012	SPP.IE.IE0118ASample2_5012	SAM.IE.IE0118ASAMPLE2	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5014	SPP.IE.IE0118ASample2_5014	SAM.IE.IE0118ASAMPLE2	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5015	SPP.IE.IE0118ASample2_5015	SAM.IE.IE0118ASAMPLE2	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5018	SPP.IE.IE0118ASample2_5018	SAM.IE.IE0118ASAMPLE2	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5029	SPP.IE.IE0118ASample2_5029	SAM.IE.IE0118ASAMPLE2	BaP in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5419	SPP.IE.IE0118ASample2_5419	SAM.IE.IE0118ASAMPLE2	Dibenzo(ah)anthracene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5610	SPP.IE.IE0118ASample2_5610	SAM.IE.IE0118ASAMPLE2	Benzo(a)anthracene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5610	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5617	SPP.IE.IE0118ASample2_5617	SAM.IE.IE0118ASAMPLE2	Benzo(b)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5617	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5626	SPP.IE.IE0118ASample2_5626	SAM.IE.IE0118ASAMPLE2	Benzo(k)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5626	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5655	SPP.IE.IE0118ASample2_5655	SAM.IE.IE0118ASAMPLE2	Indeno-(1,2,3-cd)pyrene in PM	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5655	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_5759	SPP.IE.IE0118ASample2_5759	SAM.IE.IE0118ASAMPLE2	Benzo(j)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_606	SPP.IE.IE0118ASample2_606	SAM.IE.IE0118ASAMPLE2	Anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/606	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_622	SPP.IE.IE0118ASample2_622	SAM.IE.IE0118ASAMPLE2	Benzo(ghi)perylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/622	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
