Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_643	SPP.IE.IE0118ASample2_643	SAM.IE.IE0118ASAMPLE2	Fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/643	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_712	SPP.IE.IE0118ASample2_712	SAM.IE.IE0118ASAMPLE2	Phenanthrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/712	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0118A	IE0118A	IE0118A	SPO.IE.IE0118ASample2_715	SPP.IE.IE0118ASample2_715	SAM.IE.IE0118ASAMPLE2	Pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/715	2005-07-07 00:00:00.0000000		EPSG:4979	-9.299722	53.851111	39	active	background	suburban	ref		1.8	5	200
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_351	SPP.IE.IE0125ASample1_351	SAM.IE.IE0125ASAMPLE1	Acenaphthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/351	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_352	SPP.IE.IE0125ASample1_352	SAM.IE.IE0125ASAMPLE1	Acenaphtylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/352	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_435	SPP.IE.IE0125ASample1_435	SAM.IE.IE0125ASAMPLE1	Fluorene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/435	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_4406	SPP.IE.IE0125ASample1_4406	SAM.IE.IE0125ASAMPLE1	Chrysene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4406	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_465	SPP.IE.IE0125ASample1_465	SAM.IE.IE0125ASAMPLE1	Naphtalene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/465	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5	SPP.IE.IE0125ASample1_5	SAM.IE.IE0125ASAMPLE1	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5012	SPP.IE.IE0125ASample1_5012	SAM.IE.IE0125ASAMPLE1	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5014	SPP.IE.IE0125ASample1_5014	SAM.IE.IE0125ASAMPLE1	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5015	SPP.IE.IE0125ASample1_5015	SAM.IE.IE0125ASAMPLE1	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5018	SPP.IE.IE0125ASample1_5018	SAM.IE.IE0125ASAMPLE1	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5029	SPP.IE.IE0125ASample1_5029	SAM.IE.IE0125ASAMPLE1	BaP in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5419	SPP.IE.IE0125ASample1_5419	SAM.IE.IE0125ASAMPLE1	Dibenzo(ah)anthracene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5610	SPP.IE.IE0125ASample1_5610	SAM.IE.IE0125ASAMPLE1	Benzo(a)anthracene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5610	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5617	SPP.IE.IE0125ASample1_5617	SAM.IE.IE0125ASAMPLE1	Benzo(b)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5617	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5626	SPP.IE.IE0125ASample1_5626	SAM.IE.IE0125ASAMPLE1	Benzo(k)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5626	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5655	SPP.IE.IE0125ASample1_5655	SAM.IE.IE0125ASAMPLE1	Indeno-(1,2,3-cd)pyrene in PM	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5655	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_5759	SPP.IE.IE0125ASample1_5759	SAM.IE.IE0125ASAMPLE1	Benzo(j)fluoranthene in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_606	SPP.IE.IE0125ASample1_606	SAM.IE.IE0125ASAMPLE1	Anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/606	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_622	SPP.IE.IE0125ASample1_622	SAM.IE.IE0125ASAMPLE1	Benzo(ghi)perylene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/622	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_643	SPP.IE.IE0125ASample1_643	SAM.IE.IE0125ASAMPLE1	Fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/643	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_712	SPP.IE.IE0125ASample1_712	SAM.IE.IE0125ASAMPLE1	Phenanthrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/712	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0125A	IE0125A	IE0125A	SPO.IE.IE0125ASample1_715	SPP.IE.IE0125ASample1_715	SAM.IE.IE0125ASAMPLE1	Pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/715	2006-07-01 00:00:00.0000000		EPSG:4979	-9.049167	53.281667	7	active	traffic	suburban	ref		1.8	100	3
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0127A	IE0127A	IE0127A	SPO.IE.IE0127ASample1_7	SPP.IE.IE0127ASample1_7	SAM.IE.IE0127ASAMPLE1	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	1994-01-01 00:00:00.0000000		EPSG:4979	-6.249167	53.313889	25	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E	2.4	10	300
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0131A	IE0131A	IE0131A	SPO.IE.IE0131ASample1_8	SPP.IE.IE0131ASample1_8	SAM.IE.IE0131ASAMPLE1	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2008-01-01 00:00:00.0000000		EPSG:4979	-6.369934	53.385636	10	automatic	traffic	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	1.8	50	10
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0131A	IE0131A	IE0131A	SPO.IE.IE0131ASample1_9	SPP.IE.IE0131ASample1_9	SAM.IE.IE0131ASAMPLE1	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	2008-01-01 00:00:00.0000000		EPSG:4979	-6.369934	53.385636	10	automatic	traffic	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	1.8	50	10
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0131A	IE0131A	IE0131A	SPO.IE.IE0131ASample2_5	SPP.IE.IE0131ASample2_5	SAM.IE.IE0131ASAMPLE2	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-01-01 00:00:00.0000000		EPSG:4979	-6.369934	53.385636	10	automatic	traffic	suburban	yes	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200	1.8	50	10
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0132A	IE0132A	IE0132A	SPO.IE.IE0132ASample1_8	SPP.IE.IE0132ASample1_8	SAM.IE.IE0132ASAMPLE1	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2008-01-01 00:00:00.0000000		EPSG:4979	-6.131944	53.285833	10	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	1.8	10	5
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0132A	IE0132A	IE0132A	SPO.IE.IE0132ASample1_9	SPP.IE.IE0132ASample1_9	SAM.IE.IE0132ASAMPLE1	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	2008-01-01 00:00:00.0000000		EPSG:4979	-6.131944	53.285833	10	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	1.8	10	5
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0132A	IE0132A	IE0132A	SPO.IE.IE0132ASample2_5	SPP.IE.IE0132ASample2_5	SAM.IE.IE0132ASAMPLE2	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-01-01 00:00:00.0000000		EPSG:4979	-6.131944	53.285833	10	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200	1.8	10	5
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0136A	IE0136A	IE0136A	SPO.IE.IE0136ASample1_1	SPP.IE.IE0136ASample1_1	SAM.IE.IE0136ASAMPLE1	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	2008-01-01 00:00:00.0000000		EPSG:4979	-6.358611	53.28	10	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E	1.8	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0136A	IE0136A	IE0136A	SPO.IE.IE0136ASample2_5	SPP.IE.IE0136ASample2_5	SAM.IE.IE0136ASAMPLE2	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2008-01-01 00:00:00.0000000		EPSG:4979	-6.358611	53.28	10	automatic	background	suburban	yes	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/opsisSM200	1.8	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0137A	IE0137A	IE0137A	SPO.IE.IE0137ASample1_1	SPP.IE.IE0137ASample1_1	SAM.IE.IE0137ASAMPLE1	SO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	2009-03-01 00:00:00.0000000		EPSG:4979	-8.5919355	52.5034896	65	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100E	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0137A	IE0137A	IE0137A	SPO.IE.IE0137ASample2_5	SPP.IE.IE0137ASample2_5	SAM.IE.IE0137ASAMPLE2	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2009-03-01 00:00:00.0000000		EPSG:4979	-8.5919355	52.5034896	65	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0137A	IE0137A	IE0137A	SPO.IE.IE0137ASample2_6001	SPP.IE.IE0137ASample2_6001	SAM.IE.IE0137ASAMPLE2	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2009-03-01 00:00:00.0000000		EPSG:4979	-8.5919355	52.5034896	65	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0140A	IE0140A	IE0140A	SPO.IE.IE0140ASample1_7	SPP.IE.IE0140ASample1_7	SAM.IE.IE0140ASAMPLE1	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2010-01-01 00:00:00.0000000		EPSG:4979	-6.222367	53.27481	15	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0140A	IE0140A	IE0140A	SPO.IE.IE0140ASample1_8	SPP.IE.IE0140ASample1_8	SAM.IE.IE0140ASAMPLE1	NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	2010-01-01 00:00:00.0000000		EPSG:4979	-6.222367	53.27481	15	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0140A	IE0140A	IE0140A	SPO.IE.IE0140ASample1_9	SPP.IE.IE0140ASample1_9	SAM.IE.IE0140ASAMPLE1	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	2010-01-01 00:00:00.0000000		EPSG:4979	-6.222367	53.27481	15	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0141A	IE0141A	IE0141A	SPO.IE.IE0141ASample1_7	SPP.IE.IE0141ASample1_7	SAM.IE.IE0141ASAMPLE1	O3	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	2010-04-02 00:00:00.0000000		EPSG:4979	-6.121667	53.187222	47.32	automatic	background	suburban	ref	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E	2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0141A	IE0141A	IE0141A	SPO.IE.IE0141ASample2_5	SPP.IE.IE0141ASample2_5	SAM.IE.IE0141ASAMPLE2	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	2010-04-02 00:00:00.0000000		EPSG:4979	-6.121667	53.187222	47.32	active	background	suburban	ref		2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0141A	IE0141A	IE0141A	SPO.IE.IE0141ASample2_6001	SPP.IE.IE0141ASample2_6001	SAM.IE.IE0141ASAMPLE2	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2010-04-02 00:00:00.0000000		EPSG:4979	-6.121667	53.187222	47.32	active	background	suburban	ref		2.4	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0142A	IE0142A	IE0142A	SPO.IE.IE0142ASample1_6001	SPP.IE.IE0142ASample1_6001	SAM.IE.IE0142ASAMPLE1	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	2010-05-13 00:00:00.0000000		EPSG:4979	-7.791389	53.725556	49.53	automatic	traffic	suburban	yes	http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400AB-FDMS	2.2	100	5
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_611	SPP.IE.IE0143ASample1_611	SAM.IE.IE0143ASAMPLE1	Benzo(a)anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/611	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_618	SPP.IE.IE0143ASample1_618	SAM.IE.IE0143ASAMPLE1	Benzo(b)fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/618	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_627	SPP.IE.IE0143ASample1_627	SAM.IE.IE0143ASAMPLE1	Benzo(k)fluoranthene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/627	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_656	SPP.IE.IE0143ASample1_656	SAM.IE.IE0143ASAMPLE1	Indeno-(1,2,3-cd)pyrene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/656	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_7012	SPP.IE.IE0143ASample1_7012	SAM.IE.IE0143ASAMPLE1	Pb	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7012	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_7014	SPP.IE.IE0143ASample1_7014	SAM.IE.IE0143ASAMPLE1	Cd	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7014	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_7015	SPP.IE.IE0143ASample1_7015	SAM.IE.IE0143ASAMPLE1	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_7018	SPP.IE.IE0143ASample1_7018	SAM.IE.IE0143ASAMPLE1	As	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7018	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_7029	SPP.IE.IE0143ASample1_7029	SAM.IE.IE0143ASAMPLE1	BaP	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7029	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
IE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	IE0143A	SPO.IE.IE0143ASample1_7419	SPP.IE.IE0143ASample1_7419	SAM.IE.IE0143ASAMPLE1	Dibenzo(ah)anthracene	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7419	2008-03-01 00:00:00.0000000		EPSG:4979	-6.232286	53.300556	28	active	background	suburban	ref		1.9	0	0
