Countrycode	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	SamplingPoint	AirPollutant	AirPollutantCode	DataAggregationProcess	AirPollutionLevel	UnitOfAirPollutionLevel	DataCapture	DataCoverage	TimeCoverage	DatetimeBegin	DatetimeEnd	Validity	Verification
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	31	µg/m3	100	89.04109589	89.04109589	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	32	µg/m3	100	95.06849315	95.06849315	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	3.1	µg/m3	100	89.04109589	89.04109589	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	4.9	µg/m3	100	95.06849315	95.06849315	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	16	µg/m3	100	95.06849315	95.06849315	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	17	µg/m3	100	89.04109589	89.04109589	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	5	count	100	89.04109589	89.04109589	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	5	count	100	95.06849315	95.06849315	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	33	µg/m3	100	95.06849315	95.06849315	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	34	µg/m3	100	89.04109589	89.04109589	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	33	µg/m3	100	95.06849315	95.06849315	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	34	µg/m3	100	89.04109589	89.04109589	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	16.46336088	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	75.8	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	29.1	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	3.1	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	13.6	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	8	count	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	29.1	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	29.1	µg/m3	100	99.45205479	99.45205479	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	15.19807692	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	17.24996295	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	19.3878453	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	50.2	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	59.6115	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	95.6	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	22.2	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	26.3523	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	30.2	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	0.832	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	1.4	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	1.5	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	13.5	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	15.6806	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	17.6	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	0	count	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	1	count	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	3	count	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	22.2	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	26.3926	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	30.2	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	22.2	µg/m3	100	99.7260274	99.7260274	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	26.3926	µg/m3	100	98.35616438	98.35616438	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE002AP	IE002AP	SPO.IE.IE002APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	30.2	µg/m3	100	99.17808219	99.17808219	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	11.6716012	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	12.22561403	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	62.1	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	70.3	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	18.2	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	20.6	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	0.8	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-min	1	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	9.4	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-per50	10.4	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	2	count	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-daysAbove50	3	count	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	20.4	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.4	21.7	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	20.4	µg/m3	100	78.08219178	78.08219178	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0036A	IE0036A	SPO.IE.IE0036ASample2_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-P1D-per90.41	21.7	µg/m3	100	90.68493151	90.68493151	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y	14.66447761	µg/m3	100	91.78082192	91.78082192	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max	63.9	µg/m3	100	91.78082192	91.78082192	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_5	PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	P1Y-day-max36	23.8	µg/m3	100	91.78082192	91.78082192	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
