Countrycode	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	SamplingPoint	AirPollutant	AirPollutantCode	DataAggregationProcess	AirPollutionLevel	UnitOfAirPollutionLevel	DataCapture	DataCoverage	TimeCoverage	DatetimeBegin	DatetimeEnd	Validity	Verification
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	10.9684971	µg/m3	100	94.79452055	94.79452055	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	71	µg/m3	100	94.79452055	94.79452055	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	2.4	µg/m3	100	94.79452055	94.79452055	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-per50	7.8	µg/m3	100	94.79452055	94.79452055	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	11.1089195	µg/m3	100	96.43835616	96.43835616	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	64.508045	µg/m3	100	96.43835616	96.43835616	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	1.773116	µg/m3	100	96.43835616	96.43835616	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-per50	7.175607	µg/m3	100	96.43835616	96.43835616	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	8.1376506	µg/m3	100	90.95890411	90.95890411	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	75.2	µg/m3	100	90.95890411	90.95890411	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	0.2	µg/m3	100	90.95890411	90.95890411	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE003AP	IE003AP	SPO.IE.IE003APSample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-per50	5.6	µg/m3	100	90.95890411	90.95890411	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	9.43333333	µg/m3	100	98.63013699	98.63013699	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	11.14722222	µg/m3	100	88.76712329	88.76712329	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	43.1	µg/m3	100	98.63013699	98.63013699	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	61.7	µg/m3	100	88.76712329	88.76712329	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	1.2	µg/m3	100	98.63013699	98.63013699	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	1.8	µg/m3	100	88.76712329	88.76712329	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-per50	6.9	µg/m3	100	98.63013699	98.63013699	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0105A	IE0105A	SPO.IE.IE0105ASample2_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-per50	8.3	µg/m3	100	88.76712329	88.76712329	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	7.80153797	µg/m3	100	96.98630137	96.98630137	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	7.82430167	µg/m3	100	98.08219178	98.08219178	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y	9.39228571	µg/m3	100	95.89041096	95.89041096	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	49.7	µg/m3	100	98.08219178	98.08219178	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	54.9	µg/m3	100	95.89041096	95.89041096	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-max	84.2	µg/m3	100	96.98630137	96.98630137	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	0.3	µg/m3	100	98.08219178	98.08219178	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0106A	IE0106A	SPO.IE.IE0106ASample1_6001	PM2.5	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	P1Y-day-min	0.4	µg/m3	100	96.98630137	96.98630137	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
