Countrycode	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	SamplingPoint	AirPollutant	AirPollutantCode	DataAggregationProcess	AirPollutionLevel	UnitOfAirPollutionLevel	DataCapture	DataCoverage	TimeCoverage	DatetimeBegin	DatetimeEnd	Validity	Verification
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0001R	IE0001R	SPO.IE.IE0001RSample2_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	0.115269	ug/m2/day	100	91.50684932	91.50684932	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0001R	IE0001R	SPO.IE.IE0001RSample2_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	0.365561	µg/m3	100	100	100	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0001R	IE0001R	SPO.IE.IE0001RSample2_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	0.438931	ug/m2/day	100	100	100	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	SPO.IE.IE0108ASample2_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	0.35	ug/m2/day	100	100	100	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	SPO.IE.IE0108ASample2_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	1.349726	ug/m2/day	100	100	100	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0108A	IE0108A	SPO.IE.IE0108ASample2_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	5.158356	µg/m3	100	100	100	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	SPO.IE.IE0143ASample1_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	0.14063	ug/m2/day	100	100	100	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	SPO.IE.IE0143ASample1_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	1.262986	µg/m3	100	100	100	2013-01-01 00:00:00	2014-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0143A	IE0143A	SPO.IE.IE0143ASample1_7015	Ni	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7015	P1Y-WA-avg	2.146246	ug/m2/day	100	100	100	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
