Countrycode	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	SamplingPoint	AirPollutant	AirPollutantCode	DataAggregationProcess	AirPollutionLevel	UnitOfAirPollutionLevel	DataCapture	DataCoverage	TimeCoverage	DatetimeBegin	DatetimeEnd	Validity	Verification
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.05791666	µg/m3	100	100	100	2015-06-21 00:00:00	2015-06-22 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.05913043	µg/m3	100	95.83333333	95.83333333	2015-08-04 00:00:00	2015-08-05 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06325714	µg/m3	100	87.5	87.5	2013-08-31 00:00:00	2013-09-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06458333	µg/m3	100	100	100	2015-08-01 00:00:00	2015-08-02 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06625	µg/m3	100	100	100	2015-07-18 00:00:00	2015-07-19 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06625	µg/m3	100	100	100	2015-08-09 00:00:00	2015-08-10 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.0666	µg/m3	100	75	75	2013-11-07 00:00:00	2013-11-08 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06708333	µg/m3	100	100	100	2015-07-28 00:00:00	2015-07-29 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06791666	µg/m3	100	100	100	2015-08-02 00:00:00	2015-08-03 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.06916666	µg/m3	100	100	100	2014-06-19 00:00:00	2014-06-20 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07086956	µg/m3	100	95.83333333	95.83333333	2015-06-18 00:00:00	2015-06-19 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07208333	µg/m3	100	100	100	2015-07-11 00:00:00	2015-07-12 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07333333	µg/m3	100	100	100	2014-02-01 00:00:00	2014-02-02 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.0747826	µg/m3	100	95.83333333	95.83333333	2015-06-22 00:00:00	2015-06-23 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07510909	µg/m3	100	91.66666667	91.66666667	2013-09-09 00:00:00	2013-09-10 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07521739	µg/m3	100	95.83333333	95.83333333	2014-02-03 00:00:00	2014-02-04 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07541666	µg/m3	100	100	100	2015-07-04 00:00:00	2015-07-05 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07625	µg/m3	100	100	100	2015-07-29 00:00:00	2015-07-30 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07695652	µg/m3	100	95.83333333	95.83333333	2015-06-27 00:00:00	2015-06-28 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.0775	µg/m3	100	100	100	2015-07-05 00:00:00	2015-07-06 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07782608	µg/m3	100	95.83333333	95.83333333	2015-06-26 00:00:00	2015-06-27 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.07833333	µg/m3	100	100	100	2014-06-22 00:00:00	2014-06-23 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.0790909	µg/m3	100	91.66666667	91.66666667	2015-06-29 00:00:00	2015-06-30 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08041666	µg/m3	100	100	100	2015-08-05 00:00:00	2015-08-06 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08166666	µg/m3	100	100	100	2015-05-24 00:00:00	2015-05-25 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08166666	µg/m3	100	100	100	2015-05-31 00:00:00	2015-06-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08208333	µg/m3	100	100	100	2015-08-26 00:00:00	2015-08-27 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08291666	µg/m3	100	100	100	2014-07-06 00:00:00	2014-07-07 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08291666	µg/m3	100	100	100	2014-07-09 00:00:00	2014-07-10 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08333333	µg/m3	100	100	100	2014-06-28 00:00:00	2014-06-29 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08333333	µg/m3	100	100	100	2015-07-15 00:00:00	2015-07-16 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08416666	µg/m3	100	100	100	2015-06-13 00:00:00	2015-06-14 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08416666	µg/m3	100	100	100	2015-06-14 00:00:00	2015-06-15 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08434782	µg/m3	100	95.83333333	95.83333333	2015-06-06 00:00:00	2015-06-07 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08541666	µg/m3	100	100	100	2015-06-01 00:00:00	2015-06-02 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08541666	µg/m3	100	100	100	2015-07-31 00:00:00	2015-08-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08593043	µg/m3	100	95.83333333	95.83333333	2013-09-02 00:00:00	2013-09-03 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08625	µg/m3	100	100	100	2015-06-19 00:00:00	2015-06-20 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.0864	µg/m3	100	100	100	2013-09-19 00:00:00	2013-09-20 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08696842	µg/m3	100	79.16666667	79.16666667	2013-08-23 00:00:00	2013-08-24 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08708333	µg/m3	100	100	100	2015-08-21 00:00:00	2015-08-22 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08826086	µg/m3	100	95.83333333	95.83333333	2015-06-07 00:00:00	2015-06-08 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08833333	µg/m3	100	100	100	2015-06-17 00:00:00	2015-06-18 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08833333	µg/m3	100	100	100	2015-08-22 00:00:00	2015-08-23 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08874782	µg/m3	100	95.83333333	95.83333333	2013-07-26 00:00:00	2013-07-27 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.08875	µg/m3	100	100	100	2014-06-08 00:00:00	2014-06-09 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09	µg/m3	100	75	75	2013-08-30 00:00:00	2013-08-31 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09217391	µg/m3	100	95.83333333	95.83333333	2015-05-11 00:00:00	2015-05-12 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09315	µg/m3	100	100	100	2013-07-24 00:00:00	2013-07-25 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09347826	µg/m3	100	95.83333333	95.83333333	2014-10-26 00:00:00	2014-10-27 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.095	µg/m3	100	100	100	2015-07-10 00:00:00	2015-07-11 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.0972	µg/m3	100	100	100	2013-08-02 00:00:00	2013-08-03 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09826086	µg/m3	100	95.83333333	95.83333333	2015-05-10 00:00:00	2015-05-11 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09867272	µg/m3	100	91.66666667	91.66666667	2013-08-20 00:00:00	2013-08-21 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.099	µg/m3	100	83.33333333	83.33333333	2015-07-06 00:00:00	2015-07-07 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09916666	µg/m3	100	100	100	2015-06-08 00:00:00	2015-06-09 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09958333	µg/m3	100	100	100	2015-07-14 00:00:00	2015-07-15 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.09958333	µg/m3	100	100	100	2015-08-20 00:00:00	2015-08-21 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10125	µg/m3	100	100	100	2014-06-09 00:00:00	2014-06-10 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10125	µg/m3	100	100	100	2014-07-04 00:00:00	2014-07-05 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10208333	µg/m3	100	100	100	2015-06-25 00:00:00	2015-06-26 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10208333	µg/m3	100	100	100	2015-08-24 00:00:00	2015-08-25 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.1025	µg/m3	100	100	100	2014-07-05 00:00:00	2014-07-06 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.1025	µg/m3	100	100	100	2015-05-16 00:00:00	2015-05-17 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.1025	µg/m3	100	100	100	2015-06-02 00:00:00	2015-06-03 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.1026	µg/m3	100	100	100	2013-09-03 00:00:00	2013-09-04 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10333333	µg/m3	100	100	100	2014-06-20 00:00:00	2014-06-21 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10337142	µg/m3	100	87.5	87.5	2013-08-16 00:00:00	2013-08-17 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10416666	µg/m3	100	100	100	2015-06-20 00:00:00	2015-06-21 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10416666	µg/m3	100	100	100	2015-08-06 00:00:00	2015-08-07 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0028A	IE0028A	SPO.IE.IE0028ASample1_20	C6H6	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	P1D	0.10421052	µg/m3	100	79.16666667	79.16666667	2014-08-03 00:00:00	2014-08-04 00:00:00	1	1
