Countrycode	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	SamplingPoint	AirPollutant	AirPollutantCode	DataAggregationProcess	AirPollutionLevel	UnitOfAirPollutionLevel	DataCapture	DataCoverage	TimeCoverage	DatetimeBegin	DatetimeEnd	Validity	Verification
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0031R	IE0031R	SPO.IE.IE0031RSample2_4813	Hg0 + Hg-reactive	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4813	P1Y-WA-avg	1.367295	ng/m3	100	91.78082192	91.78082192	2015-01-01 00:00:00	2016-01-01 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE0031R	IE0031R	SPO.IE.IE0031RSample2_4813	Hg0 + Hg-reactive	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4813	P1Y-WA-avg	1.439525	ng/m3	100	91.78082192	91.78082192	2014-01-01 00:00:00	2015-01-01 00:00:00	1	1
